title,content
"
Byju's funding: Byju's raises $540 million, valuing it at $3.6 billion - Times of India

","
NEW DELHI: Online education start-up Byju's on Monday said it has raised $540 million (Rs 3,865 crore) in funding, led by Naspers with a significant portion also being contributed by the Canada Pension Plan Investment Board (CPPIB). The new round of funding will drive innovation for tech-enabled learning products and also fuel plans for international market expansion for Byju's, a statement said. 


 ""We are happy to have prominent and long-term partners like Naspers and CPPIB on board with us. This partnership will strengthen our ability to deliver on our vision to build the world's largest education company,"" Byju's founder and CEO Byju Raveendran said. 

 He added that while near-term profitability is important for the company, its main focus continues to be on long-term sustainable growth. 

 While Byju's did not disclose the valuation of the company, industry watchers estimate it to be over $3.6 billion (Rs 25,763 crore). 

 ""The ed-tech industry is undergoing massive shifts, students today want to learn through engaging and interactive methods. We are pioneering 'better learning for tomorrow' with technology as an enabler, and have been working towards making students active learners,"" he said. 

 Launched in 2015, Byju's has 30 million students cumulatively learning from its application and over 2 million annual paid subscriptions. 

 In June this year, Byju's had said it has crossed Rs 100 crore in monthly revenue and had revised its revenue targets for this year to Rs 1,400 crore. 

 Last year, Byju's had announced raising an undisclosed amount in funding from China's Tencent Holdings and Belgium-based investment firm Verlinvest. In 2016, it had raised $50 million (about Rs 332.3 crore) from a clutch of investors, led by Chan Zuckerberg Initiative (CZI) and Sequoia Capital. 

 To date Byju's has raised funds from Naspers, CPPIB, General Atlantic, Chan-Zuckerberg Initiative, Tencent, Sequoia Capital, Sofina, Verlinvest, IFC, Aarin Capital, Times Internet and Lightspeed Venture Partners.
"
"
'No tax benefit on house sale if new flat is in wife's name' - Times of India

","
MUMBAI: The Income-Tax Appellate Tribunal (ITAT)'s Mumbai bench recently denied a taxpayer I-T benefits available when long-term capital gains arising from sale of a residential property are invested in a new house. The sole reason for the denial was that the taxpayer bought the new house in his wife and adult daughter's names.


In a similar case, the Delhi HC had taken a view favourable to the taxpayer. ITAT's Mumbai bench, though, was bound by the decision of the Bombay HC, which had taken a contrary view and held that the new property must be owned by the taxpayer or he or she must have legal title over it. 



Capital gains exemption valid even if housing loan used for new house: ITATThe Kolkata bench of the Income-tax Appellate Tribunal (ITAT) has held that investment-linked capital gains tax exemption, which is available on purchase of a new house, cannot be denied merely because the taxpayer has taken a housing loan.


The I-T Act's Section 54 gives two years from the sale date to invest long-term capital gains from the old house in a new house to get tax relief. 

 ""Those taxpayers who are within the jurisdiction of the Bombay high court must be careful to avoid tax litigation. If the taxpayer wishes to register a new house in the name of his or her spouse and children, it would be wiser to also add his or her own name to it. In such an instance, at least a proportionate deduction (say, one third of the cost of the new house if registered jointly with names of a spouse and a child) would be available to the taxpayer,"" says Puneet Gupta, director, People Advisory Services at EY-India.

Under the I-T Act, if a taxpayer makes a profit on sale of a residential house held for at least two years, then such profit is treated as long-term capital gain (LTCG). This gain is taxable at 20% with adjustment for inflation which is referred to as indexation benefit.

If the LTCG component is invested in another house in India within the stipulated period though, then the gain's taxable component is reduced to the extent of this investment, which results in lower tax outgo. Under I-T Act's Section 54, the period prescribed for investing LTCGs in a new house is two years from the date of the old house's sale. This tax benefit is also available if the taxpayer constructs a new residential house within three years of the old house's sale.

In the case which ITAT recently heard, R Gavankar sold a house which he owned jointly with his wife and did not offer to tax any capital gains. I-T authorities assessed 50% of the LTGC of Rs 17.5 lakh in his hands. His claim for deduction under Section 54 was denied. Lower tax authorities, including commissioner of I-T (appeals), held that to avail benefits under this section, the taxpayer must own or have the legal title of the new property.

Gavankar contended before ITAT that Section 54 is a beneficial provision and the I-T benefit should be available to him.


            In Video:
            Mumbai: No tax benefits on house sale if new flat is in wife’s name, says I-T Tribunal"
"
sensex today: Sensex plunges 690 points; Nifty cracks below 10,800 amid fears of US government shutdown - Times of India

","
MUMBAI: Benchmark equity indices witnessed heavy selloff Friday after investors booked profits in realty, banking, IT and auto bluechips amid weak signals from global markets. The BSE sensex plunged 689.60 points, or 1.89 per cent, to 35,742.07, while the NSE Nifty slipped 197.70 points, or 1.81 per cent, to 10,754. 


 The 30-share index ended the week 527.93 points lower, while the broader Nifty lost 134 points. 

 The biggest losers of the session include Reliance, Infosys, TCS, ICICI Bank, HDFC twins, ITC, Maruti, L&T, HUL, Axis Bank, Wipro and IndusInd Bank, cracking up to 4 per cent. 

 On the other hand, NTPC, PowerGrid and Coal India were the only gainers on sensex, rising up to 1 per cent. 

 BSE Midcap and Smallcap indices to witnessed heavy selling, falling 1.79 per cent and 1 per cent, respectively. 

 Investors also took cues from world markets, which tumbled on fears of a potential US government shutdown and rising tension between the US and China. 

 On a net basis, foreign portfolio investors (FPIs) sold shares worth Rs 386.44 crore Thursday, and domestic institutional investors (DIIs) were net buyers to the tune of Rs 87.96 crore, provisional data available with BSE showed. 

 The rupee, meanwhile, fell 52 paise to 70.22 against the US dollar. 

 Brent crude, the international benchmark, was trading 0.96 per cent lower at 53.83 per barrel in futures trade. 

 Elsewhere in Asia, Korea's Kospi ended 0.06 per cent higher, Hong Kong's Hang Seng rose 0.51 per cent; while, Japan's Nikkei plunged 1.11 per cent and Shanghai Composite Index slipped 0.79 per cent. 

 In Europe, Frankfurt's DAX fell 0.62 per cent and Paris' CAC 40 shed 0.97 per cent in their early deals. London's FTSE too slipped 0.31 per cent.
"
"
Singapore court charges 4 NRIs over lighting fireworks on Diwali - Times of India

","
SINGAPORE: Four Indian-origin men were charged by a Singapore court on Saturday for lighting fireworks on Diwali. 


 Lighting of fireworks has been banned in the country since 1972. 

 The four were involved in three three separate incidents -- illegal fireworks in the housing estates of Yishun, Bukit Batok West and Joo Seng Road on Tuesday, the day Singaporeans celebrated Diwali or deepavali. 

 A Hariprasanth, 18, Elvis Xavier Fernandez, 25, Jeevan Arjoon, 28, and Alagappan Singaram, 54, are accused of discharging dangerous fireworks, reported The Straits Times Saturday. 

 On Wednesday, two other Singaporean men of Indian-origin were charged over their alleged involvement in an illegal fireworks display in Little India on Diwali eve. 

 Thaigu Selvarajoo, 29, is accused of letting off dangerous fireworks while Siva Kumar Subramaniam, 48, allegedly abetted him. 

 Jeevan allegedly let off fireworks at an open field in front of Block 504B Yishun Street 51 at around 3.30 am on Tuesday. 

 Police said they were alerted to loud sounds in the area that morning and found cylinders containing explosive materials. They arrested Jeevan the next day. 

 Hariprasanth and Singaram are accused of discharging a box of ""25 Shot Cake"" at an open space adjacent to Block 194B Bukit Batok West Avenue 6 at around 7.40 pm on Tuesday. 

 According to court documents, Fernandez is said to have discharged a bundle of six ""whistling fire sparkles"" at Block 18 Joo Seng Road about three hours later. Officers arrested him on Thursday. 

 The four men charged on Friday were each offered bail of SGD 5,000. 

Jeevan will be back in court on November 23, while Fernandez will return five days later. 

 The cases involving Hariprasanth and Singaram have been adjourned to November 30. 

 Selvarajoo and Siva Kumar have been remanded at Central Police Division and will be back in the court on November 14. 

 Court documents did not reveal how they obtained the fireworks, according to The Straits Times. 

 The government started regulating the use of fireworks in 1968 when the practice of lighting celebratory fireworks became a serious public safety issue. A total ban was rolled out on August 1, 1972. 

 Police said, ""Members of the public are reminded that it is an offence to possess, sell, transport, send, deliver, distribute or import any dangerous fireworks."" 

 ""The police have zero tolerance against acts that endanger the lives or safety of others as well as cause undue alarm to the public and will not hesitate to take action against those who blatantly disregard the law,"" they said. 

 Offenders convicted of discharging dangerous fireworks can be jailed for up to two years and fined between SGD 2,000 and SGD 10,000.
"
"
Kulfi Kumar Bajewala, written update, December 20, 2018: Kulfi and Amyra promise to re-unite Sikander and Lovely - Times of India

","
In the latest episode of Kulfi Kumar Bajewala, Kulfi gets a walkie-talkie and both Kulfi and Amyrah talk secretly to each other. Amyrah cries and tells Kulfi that her father Sikander sent the divorce papers. Kulfi tells Amyrah that Sikander signed the divorce papers in anger but he did not send it. Kulfi and Amyra get shocked and think who might have sent the papers. 

Sikander gets a letter from Lovely's lawyer. Later, Mahendra says that he kept the divorce papers in his cupboard and later doubts Gunjan. 

Gunjan confesses that she had sent the papers to Lovely. Mahendra loses his calm at Gunjan and shouts at her. Sikander stops Mahendra from shouting at Gunjan and says that he has got all the answers that he wanted from Lovely. 

Amyra tells Kulfi that she got to know how divorce happens and learned it from the internet. Both decide to stop Sikander and Lovely from getting separated. Kulfi tells her that she will stop Sikander while Amyra has to stop Lovely from going to the court. 

Lovely is about to leave the house when Amyrah starts acting and says that she has a terrible stomach ache. While, on the other side, Kulfi asks Sikander to help her in studies. 

Cutie tells Lovely to leave for the court as she will take care of Amyra. While on the other side, Gunjan tells Sikander to leave as she will help Kulfi with her studies. 

Amyra and Kulfi talk to each other and decide to meet. Adi introduces Apoorv as India’s best lawyer and he reaches the court. Lovely gets emotional and Apoorv tells Lovely that he is there for her. 

Sikander and Lovely get into an argument and target each other. On the other side, Kulfi and Amyra plan to stop Sikander and Lovely from getting divorced.

"
"
Kapil Sharma and Ginni Chatrath's Reception card looks classy, see invite - Times of India

","
Kapil Sharma and Ginni Chatrath got married on December 12th in Jalandhar. The two were seen decked up in beautiful attires and looked much in love. We recently got our hands on their reception invite to be held in Mumbai. The invite looks classy. The Mumbai reception is set to be held on December 24 and it is likely to be attended by Bollyood biggies who have been guests on his show. 

Kapil and Ginni had a traditional Punjabi wedding at a gurudwara on December 13 and the groom looked royal in an ivory white Sherwani. The beautiful bride looked gorgeous in a pink lehenga.

Kapil’s wedding, in Jalandhar was attended by his close friends Sumona Chakravarti, Krushna Abhishek, Rajeev Thakur, Richa Sharma. The celebrations went on for a week and fans couldn't stop beaming with joy.Kapil will be making his comeback on TV on December 29 with the new season of The Kapil Sharma Show.

"
"
Shah Rukh Khan’s response to Anushka Sharma’s heartfelt post will bring a smile on your face! 

","
Shah Rukh Khan’s response to Anushka Sharma’s heartfelt post will bring a smile on your face!

Anushka Sharma made an impression on our minds with her simplistic looks and beautiful performance as ‘Taani’ in ‘Rab Ne Bana Di Jodi’ opposite Shah Rukh Khan and since then there has been no looking back for the actress. Now, as she has successfully completed a decade in this industry, she expressed her gratitude with a heartfelt note and this is how Shah Rukh Khan reacted to it!

Her mentor, co-star and friend Shah Rukh Khan replied on her post saying that he is privileged to have worked with her and that she has made him a better actor. 
Read the posts here: 


My Taani, Akira, Sejal, Aafia & Friend. I am privileged to have worked with u. U make me a better actor. Love u. https://t.co/wJwUxeaRK8— Shah Rukh Khan (@iamsrk) 1545316969000
Shah Rukh Khan will be seen with his ‘Jab Tak Hai Jaan’ co-stars Anushka and Katrina Kaif in ‘Zero’. The Aanand L Rai directorial has hit the theatres today.


            In Video:
            Anushka Sharma pens heartfelt note for Shah Rukh Khan on completing 10 years as actor"
"
Outcome of climate talks in Poland positive: India - Times of India

","
NEW DELHI: India on Sunday termed ""positive"" the outcome of climate talks in Poland as it sets nations on the path for successful implementation of the historic Paris Agreement, and asserted it engaged in the negotiations ""constructively"" while protecting the country's key interests.


Negotiators from nearly 200 countries earlier Sunday finalised a set of rules that will make the 2015 Paris deal to curb global warming operational in 2020, after a two-week summit. The outcome of the talks in the mining city of Katowice aims to limit the rise in global temperature to well below 2C.

""India considers the outcome of COP-24 a positive one which addresses concerns of all parties and sets us on the path towards successful implementation of the Paris Agreement,"" an official statement said.

The conference was significant as it focused on three key issues — finalization of guidelines, modalities and rules for the implementation of the Paris deal, the conclusion of 2018 Facilitative Talanoa Dialogue and the stocktake of pre-2020 actions implementation and ambition.

However, a leading Indian environment advocacy group termed the rulebook ""weak"" and ""completely insufficient"". It said the COP's refusal to take the Intergovernmental Panel on Climate Change's report on 1.5C seriously undermines the Paris Agreement.

Chandra Bhushan, the deputy director general of Centre for Science and Environment, said in Katowice the rulebook ""is completely insufficient to drive ambitious climate action.""

In New Delhi, India said the country demonstrated commitment and leadership during COP-24 by reaffirming its promise to implement the Paris deal in its spirit and to act collectively to address climate change.

""India engaged positively and constructively in all the negotiations while protecting India's key interests including recognition of different starting points of developed and developing countries, flexibilities for developing countries and consideration of principles including equity and Common but Differentiated Responsibilities and Respective Capabilities (CBDR-RC),"" according to the statement.

India said the guidance on Nationally Determined Contributions preserves the nationally determined nature of NDCs and provides for Parties to submit different types of contributions including adaptation.

""The overall guidance reflects the principles of the Paris Agreement and recognises the leadership that developed countries have to display for achieving the objectives of the Paris Agreement,"" the statement said.

India said the guidance on adaptation recognizes the adaptation needs of developing countries and is built on the overarching principle of CBDR-RC.

India said the guidance on finance provisions operationalises the obligation of developed countries in providing means of implementation to developing countries and recognises the need for climate finance to be new and additional and climate specific.

""Parties have also agreed to initiate the work on setting up the new collective finance goals post-2020 from the floor of USD 100 billion,"" it said.

The overarching framework for technology recognises the need for enhanced support towards operationalisation of the framework and ""comprehensively"" covers all stages of technology development and transfer,"" it said.

India said it engaged in a ""meaningful"" way in the 2018 Facilitative Talanoa Dialogue and stocktake exercise on Pre-2020 implementation and ambition.

The Talanoa Dialogue is a process designed to help countries implement and enhance their NDCs by 2020.

""The outcome on dialogue also recalls the commitment of developed country Parties to a goal of mobilizing jointly USD 100 billion per year by 2020.

""It also notes with concern the current, urgent and emerging needs related to extreme weather events and slow onset events in developing countries that are particularly vulnerable to the adverse effects of climate change,"" it said.

"
"
Mars InSight lander seen in first images from space: Nasa - Times of India

","
WASHINGTON: A camera aboard Nasa's Mars Reconnaissance Orbiter (MRO) has captured the image of the InSight lander, which recently touched down on the Red Planet.


The InSight lander, its heat shield and parachute were spotted by HiRISE (High Resolution Imaging Science Experiment) in one set of images taken on December 6, and again on December 11.

The lander, heat shield and parachute are within 1,000 feet of one another on Elysium Planitia, the flat lava plain selected as InSight's landing location, Nasa said in a statement.

This is not the first time HiRISE has photographed a Mars lander. InSight is based largely on 2008's Phoenix spacecraft, which the camera aboard MRO captured on the surface of Mars as well as descending on its parachute.

While the HiRISE team at the University of Arizona also tried to take an image of InSight during landing, MRO was at a much less opportune angle and was not able to take a good picture.

"
"
Bigg Boss 12 written update December 19, 2018: Dipika gets emotional says she is disappointed with herself - Times of India

","
In the last episode of Bigg Boss 12, Karanvir and Surbhi exchange their seats with Romil and Dipika. The task starts and Karanvir and Surbhi's picture appears on the board. Dipika and Romil save Surbhi and eliminate Karanvir. Romil calls Karanvir Dipika's friend, but she denies and says he is just a co-housemate for her. 

Karanvir gets upset with Dipika's comment. Later, Dipika and Romil exchange their seats with Surbhi and Somi. Surbhi and Romil's picture gets displayed on the board. Both decide to save Surbhi and eliminate Romil. Deepak gets upset with Somi's decision and Romil feels she betrayed him. Later, Sreesanth and Deepak save Dipika and nominate Sreesanth. Bigg Boss announces that Dipika, Surbhi and Deepak will fight for the ticket to the finale. Sreesanth bakes a cake for his wife, while on the other side Romil and Deepak make fun of him.

Bigg Boss gives a new task to Dipika, Surbhi, and Deepak wherein they will have to wear the headphones and housemates had to express their anger at them. Bigg Boss announces that Surbhi wins the task and enters the finale. Apart from Surbhi, all housemates get nominated. Dipika cries her heart out and says she is disappointed with herself. Sreesanth tries to console her.

On the other side, Romil says he is feeling happy for Surbhi as she has entered the final round. He even says that the happy club members have reached the finale week.


Get Ready to Win Cash!!ETimes reveals the PollBaazi Q4 for the 9:00 PM game today. Install the BaaziNow app now and play to win the cash prize.Question 4 - Who according to you is the most biased news anchor?


a) Rajdeep Sardesai, b) Arnab Goswami c) Ravish Kumar

"
"
Reuse old Christmas tree to make a perfect wreath! - Times of India

","
If you do not want to use use your old artificial Christmas tree and install a new one this season, here’s how you can recycle it into a perfect wreath! A wreath is a symbol of the happy life cycle representing God - the infinite, with no end or beginning. Wreaths are hung specially on the door during Christmastime but you can hand them on the window or anywhere on the walls too. The wreath is generally made of evergreens, most often pine branches or holly. They can be real or artificial too.


What you need:

1 old artificial Christmas tree
1 circular base for wreath
Decoratives
Glue or glue gun
Ribbon


How to make it:

1. Cut off the branches from the old artificial Christmas tree and collect them in one place.





2. Wrap the twigs around the circular frame one by one. Wrap them densely without leaving any gaps.






3. If you think they are falling off, stick them with glue gun.





4. Decorate it with ribbons, artificial berries, Christmas balls and other decorative.








Tie a fine wire around to hang it.


"
"
Why the Great Indian Rope Trick isn’t a myth - Times of India

","
Everyone has heard of the great Indian rope trick, but I am probably the only person who has actually seen it performed.


It was many years ago, when I was wandering around in the small towns of North India, making a living by writing the occasional story or newspaper article and staying in cheap hotels or small rented rooms.

I was visiting Kalsi on the road to Chakrata, with the intention of writing a piece on the rock edicts of the great King Ashoka, edicts which had survived on stone for thousands of years.

On a hillock nearby, a small but lively crowd had collected — mostly village folk from the surrounding farmlands — and like most rustic folk, they were more interested in magic than in history. Come to think of it, so was I!

The object of their interest was a man in a mustard-coloured robe, accompanied by a skinny young boy wearing nothing but a loincloth or langoti. With the help of his acolyte, the man had been performing various feats of magic, to the amusement of the gathering.

The magician claimed that he could invert the order of nature, and someone in the crowd challenged him to produce out of thin air, a bunch of coconuts, well knowing that coconuts grew by the sea and not in the Himalayan foothills.

“Well, you won’t find coconuts growing here,” said the magician, “but perhaps there are some to be found above the clouds, in the land of the gods.”

“But how are we to fetch them?” asked the boy.

“I have the means,” said the man and proceeded to take from a large round tin box a cord some tens of feet in length. After carefully arranging the cord he threw one end of it high up in the air — and there, to everyone’s astonishment, it remained as if caught by something. He now paid out the rope, which kept going up higher and higher until it disappeared in the mist, leaving only a short length in his hands.

He then told the crowd that as he was too heavy to climb the rope himself, he would ask the boy to do so. And handing the end of the rope to the boy, he told him to go ahead.

At first the boy demurred, saying that if he fell from a great height, he would surely be killed. But on being thumped on the head by his angry mentor, he seized the rope and swarmed up it, looking rather like a small spider running up a hanging thread on a web!

In a few moments, the boy was out of sight, and the crowd fell silent, wondering what would happen next.

Presently down fell a large coconut, a real coconut, which the pleased magician presented to someone in the crowd. It was followed by several more coconuts.

Then suddenly the rope came down, without the boy and the magician shrieked, “Someone has cut the rope! What will my boy do now?”

A minute later, down came the boy’s head. It bounced on the ground like a coconut. This was followed by the boy’s arms, legs and body all falling on the ground one after another.

The mesmerised crowd had been watching these rattling events in horror and amazement when suddenly the lid of the tin box flew open and the boy popped out and bowed to the crowd.

A cheer went up and coins were thrown to the smiling performers. The performers thanked the crowd with folded hands.

How had they done this trick — if indeed it was a trick? Mesmerism, hypnotism, the powers of suggestion? 

The coil of rope was back in its box, the fallen limbs were nowhere to be seen.

As the magician passed me, he smiled and held out a coconut, which I took in both hands. It seemed to quiver as I held it!

Then as I looked down at the coconut, I saw it change into a human face. Two eyes looked out at me and a wide mouth broke into a sly grin. This transformation lasted only for seconds and then it was a coconut again.

I dropped the coconut. It rolled away and was seized upon by several street urchins who made off with it.

I turned to see if the magician was still around, and was just in time to catch a glimpse of the man and the boy and the tin box as they disappeared into the crowd — into the mystery and multitude that was India.

"
"
Bigg Boss 12 Day 94 Preview: Sreesanth taunts Surbhi for breaking trust and misusing his slap-gate controversy - Times of India

","
Bigg Boss season 12 is inching towards finale and the contestants are feeling the pressure of intense competition in the game. Everyone wants to play for themselves and the contestants are now even ready to sacrifice the special bonds that they made inside the house. 

The preview teaser shows that Bigg Boss is all set to test the emotions of the contestants with its new task. In the teaser, Surbhi Rana and Deepak Thakur are seen wearing a headphone and the other housemates enter the phone booth one by one to express their thoughts about them. 




        View this post on Instagram           Aaj dekhiye 👇👇 Ticket to finale jeetne ke liye sunni hogi kuchh kadhvi sachchayi ya... . Bigg Boss Detective 🕵 Detective Karega Bigg Boss ki jasoosi 🕵 . ❤ Rango se sazzi he meri khabaren ❤ #gurmeetchoudhary t#debinabonnerjee #Toadies #mtv #biggboss12 #biggboss12 #bb12 #divyaagarwal_official #priyanksharma #luvtyagi #hinakhan #instagrammers #instagram #instagood #instamusic #instaquote #instapic #instaphoto #instafit #instastvle #model #modelling #modellife #biggboss #arshikhan #shilpashinde #vikasgupta #bandgikalra #puneeshsharma #sapnachaudhary A post shared by  The Bigg Boss Detective (@biggboss_detective_) on Dec 18, 2018 at 6:28pm PST



Making the most of the task, contestants are seen voicing out their thoughts which they have held onto for past so many weeks. While, Surbhi Rana calls Deepak Thakur dual-faced, Sreesanth tells him that he is very good at playing with people’s emotions. Dipika Kakar tells Deepak he forgot humanity while playing game and even if he goes on to be a winner for her he will be the biggest failure. 

That’s not all when Surbhi Rana sits with headphone, Deepak calls her fake and a chameleon who changes colours. Sreesanth, who has never got along well with Surbhi taunts her by saying that she betrayed his trust and misused it when he confided in her about the slap-gate controversy to make her the captain.

The task is played for ticket to finale and whoever wins it will directly enter finale.

It will be interesting to see if the housemates are able to survive the testing time and who wins the ticket to finale.

Keep reading this space for all the latest updates on Bigg Boss 12.

"
"
Virat Kohli: We wanted Anil Kumble to continue but he wanted to quit after his fallout with skipper Virat Kohli: Laxman 

","
VISAKHAPATNAM: BCCI's Cricket Advisory Committee member and batting legend VVS Laxman Friday said the their panel wanted Anil Kumble to continue as India's coach but the former captain was bent on quitting after his fallout with skipper Virat Kohli last year.


Reflecting on the tumultuous phase that gripped Indian cricket during last year's Champions Trophy, Laxman said the episode left a ""bitter taste in the mouth"".

""I don't think Kohli crossed the line. We at the CAC thought Anil should continue as coach but he thought the right decision was to quit and move ahead. It left a bitter taste in the mouth,"" Laxman said at the 'India Today South Conclave'.

The CAC, comprising Laxman, Sachin Tendulkar and Sourav Ganguly, picked Kumble as national coach in 2016.

However, the appointment didn't quite work out as Kumble and Kohli's difference of opinions spiralled into a full-blown public fallout which culminated into Kumble stepping down.

The former captain went on to say that his relationship with Kohli had become untenable.

""What I did not like was the way he was getting bad press during the Champions Trophy. The CAC wanted Anil to continue and the entire episode was very unfortunate, Laxman said.

""I always tell people CAC are not marriage counsellors. We were tasked with selecting the best possible job. We did a very elaborate process - unfortunately, Virat Kohli and Anil Kumble did not work out,"" he added.

"
"
Hina Khan feels nostalgic on watching Khatron Ke Khiladi 9 promo; shares how the show made her stronger - Times of India

","
Post her stint in Yeh Rishta Kya Kehlata Hai, Khatron Ke Khiladi was Hina Khan's next big show on TV. Though the actress has moved on in her career, the new promo of the stunt based show made her nostalgic. 


Recalling her experience, Hina took to Twitter and wrote, ""Uffff sooo much nostalgia.. This show changes you as a person..makes you so so strong in life(Mentally) My favvvvv show #KKK .. How I miss doing these stunts..""




Uffff sooo much nostalgia.. This show changes you as a person..makes you so so strong in life(Mentally) My favvvvv show #KKK .. How I miss doing these stunts.. 😭 https://t.co/3TuYLxduIkampmdash; HINA KHAN (@eyehinakhan) December 21, 2018



Hina was the runner-up in Khatron Ke Khiladi 8, which was eventually won by Shantanu Maheshewari. Her performance on the show was applause-worthy. 

Currently, the actress is shooting for Kasautii Zindagii Kay where she will return as Komolika after her brief appearance earlier. She recently shared her new look from the show with her fans, and also a fresh teaser on her Instagram account. 

These days, Hina is also sporting a shorter hairstyle in real life, which has been given a thumbs-up by her fans. 


"
"


",
"
Reuse old Christmas tree to make a perfect wreath! - Times of India

","
If you do not want to use use your old artificial Christmas tree and install a new one this season, here’s how you can recycle it into a perfect wreath! A wreath is a symbol of the happy life cycle representing God - the infinite, with no end or beginning. Wreaths are hung specially on the door during Christmastime but you can hand them on the window or anywhere on the walls too. The wreath is generally made of evergreens, most often pine branches or holly. They can be real or artificial too.


What you need:

1 old artificial Christmas tree
1 circular base for wreath
Decoratives
Glue or glue gun
Ribbon


How to make it:

1. Cut off the branches from the old artificial Christmas tree and collect them in one place.





2. Wrap the twigs around the circular frame one by one. Wrap them densely without leaving any gaps.






3. If you think they are falling off, stick them with glue gun.





4. Decorate it with ribbons, artificial berries, Christmas balls and other decorative.








Tie a fine wire around to hang it.


"
"


",
"
'2.0' full movie box-office collection good even after HD download online on Tamilrockers: Rajinikanth's sci-fi is the second highest earning film of all time in India

","
S. Shankar's sci-fi film '
2.0' which features South superstar Rajinikanth and Akshay Kumar in significant roles have managed to continue its unstoppable run at the ticket counter and has become the second highest earning film of all time in India.


Also See: 2.0 Movie Review
According to a recent report on BoxofficeIndia.com, the film features Rajinikanth reprising his roles of scientist Vaseegaran and Chitti from 'Enthiran', has crossed the Rs 500 crore mark at the box-office and has currently raked in a total of Rs 518 crore in just 19 days across all formats in India just behind 'Baahubali 2: The Conclusion' which had collected a total of Rs 1430 crore.



Also See: 
'2.0' box office collection: The Rajinikanth and Akshay Kumar starrer is now the third biggest film ever in south film history


'2.0' also stars Amy Jackson as the female lead and the plot of 
the film revolves around a scientist who helps the Government to fight an unknown threat. 


S. Shankar's film '2.0' is also touted as the costliest film in the history of Indian cinema with a budget over Rs 500 crore and the films also boast of songs by the legendary Oscar winner A.R Rahman.

"
"
Markets take a breather; global stocks slide on Fed rate hike - Times of India

","
MUMBAI: Snapping a seven-day rising streak, equity benchmarks finished with mild losses Thursday amid a broad reversal across global markets following Fed's rate hike.


The BSE Sensex, which had dropped more than 250 points in morning trade, finally finished 52.66 points, or 0.14 per cent, lower at 36,431.67.

The broader NSE Nifty slipped 15.60 points, or 0.14 per cent, to 10,951.70.

World markets tumbled after the US Federal Reserve raised its key interest rate for the fourth time this year, and signalled more next year, albeit at a slower pace than expected. The quarter-point increase, to 2.25-2.5 per cent, lifted the Fed's key rate to its highest point since 2008.

A rebound in the rupee and softening crude oil prices cushioned the fall for the domestic markets, traders said.

Major gainers in the Sensex pack were Yes Bank, Hero MotoCorp, M&M, Asian Paints, Sun Pharma, Tata Motors, L&T and HDFC Bank, rising up to 3.93 per cent.

Losers included Bharti Airtel, SBI, Wipro, Vedanta, Maruti Suzuki, ICICI Bank, Axis Bank and Reliance Industries, falling up to 2.18 per cent.

PSU bank stocks were the biggest losers on both exchanges, after the government sought Parliament's approval for additional gross expenditure of Rs 85,948.86 crore, about half of which is for capital infusion in public sector banks through recapitalisation bonds, during the current fiscal.

On a net basis, foreign portfolio investors (FPIs) bought shares worth Rs 1,209.21 crore Wednesday, and domestic institutional investors (DIIs) were net sellers to the tune of Rs 481.46 crore, provisional data available with BSE showed.

Globally, the Fed's move came despite US President Donald Trump's attacks in the recent weeks on its rate hikes and on chairman Jerome Powell personally. The president had complained that the moves are threatening the economy.

At a news conference after the Fed's announcement, Powell said Trump's tweets and statements would have no bearing on the central bank's policymaking.

Elsewhere in Asia, Korea's Kospi fell 0.90 per cent, Japan's Nikkei plunged 2.84 per cent, Hong Kong's Hang Seng shed 0.94 per cent and Shanghai Composite Index slipped 0.52 per cent.

In Europe, Frankfurt's DAX fell 0.84 per cent and Paris' CAC 40 shed 1.33 per cent in their early deals. London's FTSE too slipped 0.84 per cent.

"
